,Id,Application,Parent Product,Setup Name,Task Category,Value Added Product,Task Type,Task ID,Task Key,Task Name,Task Desc,Effort Days,Vary By Client Size?,Prerequisites,Task Instructions,Additional Information,Task Owners,Distribution list,Ticket Type,Sample Ticket Number,Input to tickets,Helpful Links
220,221,Fixed Income,IMPACT,Network Setup,"Network, Technology and Infrastructure",No,Client ability to access BR applications via web etc..,IMP14,FI-IMP-14,Client ability to access BR applications via web etc..,Client ability to access BR applications via web etc..,2,No,Once the Network access and Firewall setup is completed we can validate client's ability to access BR applications via web.,1. BR and Client open ports and IP addressess.\n2. Client should be able to access BR applications.,1. It is completely dependant on Client Network Engineer Telecom availabilty and active participation.\n2. No tickets required for L2 and MRE. They join the bridge when ever trouble shoot is required. Confirmed over email communication.\n3. If client has existing network(router & circuit) with BR we can setup the T1 estimate around 2 weeks which is faster than 12 weeks projected timeline.\n\nNote: All the above Network related tasks need to be executed only if the client does not have proper Network connection with BR. ,IMPACT Conversions Team,"SPS FI Level II Test <SPSFILevelIITest@broadridge.com>\nGroup, BFS WAN <BFS.WAN@broadridge.com>\nGroup, MRE <Group_MRE@broadridge.com>",Email,,,
221,222,Fixed Income,IMPACT,Environment Setup,"Network, Technology and Infrastructure",No,IMPACT actual Test Region Build on Green Screen,IMP15,FI-IMP-15,IMPACT actual Test Region Build on Green Screen,IMPACT actual Test Region Build on Green Screen,3,No,Once capacity planning is done and New client number is assigned we can start working on IMPACT green screen or Test region build.,1. Build the region on assigned LPAR.\n2. Once region is built conversions team takes it for validations and configurations specific to client.,Refer share point for helpful documents.,IMPACT Conversions Team,ICI Impact Test Ops (HYD) <ici-impact-test-ops-hyd@broadridge.com>\nSPS FI Level II Test <SPSFILevelIITest@broadridge.com>,Remedy,RQST00005827928,,\nhttps://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding%20Setup%20Assist/IMPACT?csf=1&web=1&e=3uXh4A
222,223,Fixed Income,IMPACT,Environment Setup,"Network, Technology and Infrastructure",No,IMPACT web Setup - Test/UAT,IMP16,FI-IMP-16,IMPACT web Setup - Test/UAT,Setup IMPACT web region for Test/UAT.,10,No,Once AS400 region is built we can work on web setup for the same region.,"1. To Create Client and region specific web URLs                                                       \n2. SSO enabled IMPACT web Setup for client access                                                \n3. Internal IMPACT web URL setup for BR internal Access\nIMPACT Web Jars,Class path and iDET Volante Cartridge setups.\n4. Latest Jars and Class paths setup for IMPACT web application.","1. Conversions team requests for CAB approval(using Remedy) which is required to move the infrastructure to web.\n2. For a new client a remedy to create the new url in the plugin by webinstall and the CM team would release it with version label and install doc. Then such label and doc would be send to SPSFI team via ITSM for deployment.\n3. Another remedy for webinstall team to create the routing table for the new client, deploy war and create data source. When all these are done, client should be able to log in \n4. If the client is SSO then SSO client, sitemider team will be involved and add the IDM part of the equation \n5. There is a window for SPSFI team deployment",IMPACT Conversions Team,SPS FI Level II Test <SPSFILevelIITest@broadridge.com>\nSPSFIWebInstall <SPSFIWebInstall@broadridge.com>,Remedy,RQST00005939700-Remedy for Web install\nRQST00005939735- Remedy for Web Plugins,,\nhttps://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding%20Setup%20Assist/IMPACT?csf=1&web=1&e=3uXh4A
223,224,Fixed Income,IMPACT,Environment Setup,"Network, Technology and Infrastructure",No,Task Common Initial Setup for Test/UAT Region.,IMP17,FI-IMP-17,Task Common Initial Setup for Test/UAT Region.,Task Common Initial Setup for Test/UAT Region.,4,No,Once the AS400 green screen region is built we can work on setting up Task commons.,"1. Inherit the Generic Task common Values upon the initial region build, then the conversion team will review and update against a similar client.\n2. Run dummy batches to ensure environment is stable.\n3. These TC's will be later loned automatically to PROD in future.\n4. Identify client's processing requirements.\n5. Set and test system parameters.\n6. Refine system parameters as a result of testing and mock conversions.                                             \n7. Ensure relevant settings are updated prior to mock conversions.  \n8. Verify all open issues are resolved.\n9. Task Common error report should be null.","1. Finalised over mail communication\n2. Request to L2, Test Ops to configure taskcommons by Conversions team.\n3. Decided over team meetings and client calls.",IMPACT Conversions Team,ICI Impact Test Ops (HYD) <ici-impact-test-ops-hyd@broadridge.com>\nSPS FI Level II Test <SPSFILevelIITest@broadridge.com>,Email,,,
224,225,Fixed Income,IMPACT,Environment Setup,IMPACT Region Build(Infra and Connections),No,Identify client/vendor feeds to IMPACT,IMP18,FI-IMP-18,Identify client/vendor feeds to IMPACT,Identify client/vendor feeds to IMPACT,10,No,Once number of applications/products needed for the client are confired we need to work on identifying client/vendor feeds to IMPACT application.,"1. Factors, Prices, Rates can be a input feed from client or they can use Broadridge provided values.\n2. Client and external vendor feeds needs to be agreed upon.\n3. Clients can take factors,rates and prices from BR using vendors like ICE or they can provide their Factors and rates and prices - it could be anything as agreed upon with the client.\n4. If Client is sending we will set up the MQ feeds or if we are doing it we will setup the jobs to pull the things.\n5. This task is only identifying the client/vendor feeds but not setting them up.\n6. Setting MQ feeds and JOBs will take actual effort as 1 week.",Decided over team meetings and client calls.,IMPACT Conversions Team,Client,,,,
225,226,Fixed Income,IMPACT,Real Time MQ setup,IMPACT Region Build(Infra and Connections),No,Real Time MQ setup,IMP19,FI-IMP-19,IMPACT real time MQ setup with client/Vendor server - Build UAT and PROD parallelely,IMPACT real time MQ setup with client/Vendor server - Build UAT and PROD parallelely,10,No,Once client is able to access BR application via web and task commons are setup we need to work on real time MQ setup with client/vendor server.,1. MQ details with template to establish connectivity b/w IMPACT and client system                                                        \n2. Submit the MQ connectivity remedy ticket to establish this connectivity.\n3. J0T setup(ACK/NACK messages to client).\n4. Remedy ticket to L2 team(one for MQ naming and one for J0T).\nITSM ticket separately to MRE/MRO team.,"1. We could have different MQ's setup with client/vendor server. They  could be Trade,Security,N&A,Pricing,J0T MQ's.\n2. Multiple tickets need to be created for each type of trade.\n3. We would build UAT and PROD parallel and put PROD environment on hold.\n4. PROD setup would be only from our side which is infra alone without connectivity.\nNote: Every client has differennt needs for real time MQ\nNot every J0T configuration is same - like some times client wants J0T on one queue and sometimes they want it break down on different queues. \nSample tickets that are created for initial J0T as well as details of J0T are available in sharepoint.",IMPACT Conversions Team,"ICI Impact Test Ops (HYD) <ici-impact-test-ops-hyd@broadridge.com>\nSPS FI Level II Test <SPSFILevelIITest@broadridge.com>\nGroup, MRE <Group_MRE@broadridge.com>",Remedy,RQST00005582700 - Initial Single MQ setup for J0T\nRQST00005651523 - Diversified MQ setup for J0T\nRQST00005132470 - T9P MQ setup.,,\nhttps://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding%20Setup%20Assist/IMPACT?csf=1&web=1&e=3uXh4A
226,227,Fixed Income,IMPACT,Transmission Setup,IMPACT Region Build(Infra and Connections),No,IMPACT downloads(files/report) NDM setup,IMP20,FI-IMP-20,IMPACT downloads(files/report) NDM setup,IMPACT downloads(files/report) NDM setup,10,No,"Once client is able to access BR application via web,  we need to work on NDM setup for IMPACT downloads(files/reports).",1. Identifying formatting and transmission protocols supported by BR and corresponding implementation process.\n2. Identify required files that will be uploaded or downloaded.  \n3.Create destination folders on the identified client nodes for the download files or reports requested d by client          \n4. FTP/NDM setup.\n5. Test file transmission with client.,"1. Test Ops verify the logs post transmission and do the missing setup if required.\n2. Primary files are flat files.\n3. Download files & Reports are MRO format.\n4. Conversion team would tell L2 team to setup 5 - 7 generic files that BR sends, client might not need all of them. If client needs more or less they can be turned on or off.\n5. We also have other files like GL,transaction files etcs which we setup based on client wants and needs. \n6. 1-2 weeks is for connectivity setup and 1 month is for defyining and testing the transmission.\n7. Elis - Multiple batches needs to be run to shake out the download issues.\nNote: Every client has differennt needs but basic download files and reports are provided in below share point for reference.",IMPACT Conversions Team,"ICI Impact Test Ops (HYD) <ici-impact-test-ops-hyd@broadridge.com>\nSPS FI Level II Test <SPSFILevelIITest@broadridge.com>\nGroup, MRE <Group_MRE@broadridge.com>",Remedy,RQST00005934164,,\nhttps://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding%20Setup%20Assist/IMPACT?csf=1&web=1&e=3uXh4A
227,228,Fixed Income,IMPACT,Confirms/Statements Setup,IMPACT Region Build(Infra and Connections),No,Confirm/Statement feeds connectivity to Vendor(Statement Solutions) or sent directly to client server,IMP21,FI-IMP-21,Confirm/Statement feeds connectivity to Statement Solutions(Startup) or sent directly to client server or BRCC(Tier1),Confirm/Statement feeds connectivity to Statement Solutions(Startup) or sent directly to client server or BRCC(Tier1)\nNote: Decision is mostly included in the client contract.,100,Yes,UAT Integration need to complete to start working on Confirms/Statement feeds connectivity with SS or BRCC or client hosted server.,1. Establish MQ connectivity with Statement Solutions or Vendor for a startup client and internally with BRCC for Tier1 client.,"1. Receive dataset name and trigger from BRCC/ICS where Impact needs to send the file.\n2. Open a remedy with Impact L2 to have them setup the dataset/trigger with the corresponding confirm or statement file - typically the update is made in L@DFILEP.\n3. Once complete, the file can be sent post-batch and have BRCC/ICS validate it was received the next day.\nFor startup's the timeline is 20 days.",IMPACT Conversions Team,"SPS FI Level II Test <SPSFILevelIITest@broadridge.com>\nGroup, MRE <Group_MRE@broadridge.com>",Remedy,RQST00005403023 - BRCC,,\nhttps://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding%20Setup%20Assist/IMPACT?csf=1&web=1&e=3uXh4A
228,229,Fixed Income,IMPACT,Report Storage Setup,IMPACT Region Build(Infra and Connections),No,Confirm/Statement feeds connectivity to Vendor(Statement Solutions) or sent directly to client server,IMP22,FI-IMP-22,"Statement Solutions(Start Up) or Directed to client server or Post Edge(Tier1,2,3) - Report Storage","Statement Solutions(Start Up) or Directed to client server or Post Edge(Tier1,2,3) - Report Storage",40,Yes,UAT Integration need to complete to start working on Report Storage connectivity with SS or client hosted server.,1. Establish MQ connectivity with Statement Solutions or Vendor for a startup client and internally with BRCC for Tier1 client.,For startup's the timeline is 10 days.,IMPACT Conversions Team,"SPS FI Level II Test <SPSFILevelIITest@broadridge.com>\nGroup, MRE <Group_MRE@broadridge.com>",ITSM/Remedy,,,\nhttps://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding%20Setup%20Assist/IMPACT?csf=1&web=1&e=3uXh4A
229,230,Fixed Income,IMPACT,Robot Jobs Setup,IMPACT Region Build(Infra and Connections),No,ROBOT JOB/L2 Programs to process inbound files and  Client specific feeds (Prices etc.).,IMP23,FI-IMP-23,ROBOT JOB/L2 Programs to process inbound files and  Client specific feeds (Prices etc.).,ROBOT JOB/L2 Programs to process inbound files and  Client specific feeds (Prices etc.).,10,No,Once client/vendor feeds to IMPACT application are identified and real time MQ setup with client/vendor server is established we can work on setting up Robot Jobs to process inbound files and client specific feeds.,1. Conversions will raise remedy to L2 and ITSM to MRE for assigning these jobs to new client.\n2. Robot jobs for IMPACT only - Non GPS client setup.\n     a. Start of day Jobs(Different for every client)\n     b. EOD process Jobs\n     c. BONY extract Jobs\n     d. Tri Party extract Jobs\n     e. Pre Batch Jobs\n     f. Nightly Batch Jobs\n      g.GSCC netting Jobs\nNote: In PROD we also need to add alerts.                       ,Refer share point for helpful documents.,IMPACT Conversions Team,"ICI Impact Test Ops (HYD) <ici-impact-test-ops-hyd@broadridge.com>\nSPS FI Level II Test <SPSFILevelIITest@broadridge.com>\nGroup, MRE <Group_MRE@broadridge.com>",Remedy,RQST00005878597,,\nhttps://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding%20Setup%20Assist/IMPACT?csf=1&web=1&e=3uXh4A
230,231,Fixed Income,IMPACT,Cognos Setup,IMPACT Region Build(Infra and Connections),No,Cognos files setup,IMP24,FI-IMP-24,Cognos files setup,Cognos files setup\nNote: Optional based on contract,30,No,Once client/vendor feeds to IMPACT application are identified and web setup is completed we can work on Cognos files setup if client opts for it.,"1. Once the Billing is approved submit ITSM to cognos admin team to create groups & users to access Cognos(Identify the type of users, Submit tickets for UAT & PROD individually).\n2. Submit an ITSM ticket or service request to create folders and access permission (Submit tickets for DEV,QA,UAT & PROD individually).\n3. Setup ODBC API connectivity if Cognos purchased by client.\n4. Identify the services and create data source connections to create reports or dashboards\n5. Login to Cognos using URL and consume the reports.","1. Understand client requirement of reports. \n2. Client specific folders needs to be created.                                                 \n3. Server, Node, IP, Port details from client.                                               \n4. Cognos is on demand tool and requires training to client.\n5. Additional charges for Cognos VAP.\n6. Cognos IRS base installation.\n7. IRS MOSD dashboard (Middle office and settlement dashboard).\n8. Auto reports transmission.\n9. Email feature for reports transmission.\n10. Real time job monitor for any reports exception. \n11. PROD reports go on using schedular/UAT its Ad hoc.",IMPACT Conversions Team,"Group, MRE <Group_MRE@broadridge.com>\nCognosIRS_Support <CognosIRS_Support@broadridge.com>",ITSM,REQ000000744943\nINC000003700499\nCRQ000001121485,,\nhttps://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding%20Setup%20Assist/IMPACT?csf=1&web=1&e=3uXh4A
231,232,Fixed Income,IMPACT,Environment Setup,IMPACT Region Build(Infra and Connections),No,"IMPACT Interfaces setup for clients like N&A,GUS.",IMP25,FI-IMP-25,"IMPACT Interfaces setup for clients like N&A,GUS.","IMPACT Interfaces setup for clients like N&A,GUS.",10,No,"Once IMPACT real time MQ setup with client/Vendor server is completed we can work on interfaces setup for clients like N&A, GUS.","1. Define all MQ feeds with client Eg.Customer,Securities,Sales People etc..",1. MQ requests will take upto 5 days once ticket is submitted.\n2. Layouts mapping would be coverd in Testing phase.\n3. Infrastructure is done by L2 in 2 weeks time and Conversions team need to provide the configurations later from the inputs of customer.\n4. Elis - L2 will fill out the template in couple of days and MRE will take 5 business days to complete the infrastructure,IMPACT Conversions Team,"SPS FI Level II Test <SPSFILevelIITest@broadridge.com>\nGroup, MRE <Group_MRE@broadridge.com>",,,,
232,233,Fixed Income,IMPACT,Internal Connections Setup,IMPACT Region Build(Infra and Connections),No,Establish MQ connectivity with Internal applications.,IMP26,FI-IMP-26,IMPACT Interfaces Internal connectivity \nIMPACT <--> MBSE\nIMPACT <--> SFCM\nIMPACT <--> GLOSS(ICM Interface)                                                    \nIMPACT <--> GPTM\nIMPACT <--> Clearance Pro        ,Establish MQ connectivity with Internal applications.,15,No,Once AS400 region is built we can work on estabishing connections with BR internal applications.,1. Build MQ and Instances                                                       \n2. Submit ITSM ticket for the MQ creation done by conversion team                                                           \n3. Configure IMPACT(NDM Setup)    \n4. Irep real time feed setup                      \n5. Pre and Post batch file setup,1. Except GPTM it is 1 months and rest all three would be 1-2 weeks.\n2. Remedy Ticket to L2 team and ITSM for MRE team for MQ and NDM setups.\n3. Conversion team will work with GPTM conversions teams to invon=lve L2 and MRE team.\n4. SFCM is primary and provided if client opts for it. It also requires MQ connectivity and time taking setup. They would take 2 months to setup.\n5. FinPRod sits on IMPACT\n6. Use test data for inital testing post setup is done. Later post static data setup would be setup(4.1 task).\n7. The Test region needs to be built first and then we can proceed to connect the regions.\nNote: Not mandatory for every client and include training to client\n\nRemedy ticket to L2 & ITSM ticket to MRE/MRO.,IMPACT Conversions Team,"SPS FI Level II Test <SPSFILevelIITest@broadridge.com>\nGroup, MRE <Group_MRE@broadridge.com>",Remedy,RQST00005711636 - IMPACT to GPTM\nRQST00005862589  - IMPACT to SFCM\nREQ000001172900 - IMPACT to MBSE,,\nhttps://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding%20Setup%20Assist/IMPACT?csf=1&web=1&e=3uXh4A
233,234,Fixed Income,IMPACT,External Connections Setup,IMPACT Region Build(Infra and Connections),No,Establish MQ connectivity with external parties.,IMP27,FI-IMP-27,IMPACT <--> BONY                                          \nIMPACT <--> Bloomberg(BBG)\nIMPACT <--> DTC \nIMPACT <--> DTC-ID(Clients opting OMGEO)\nIMPACT <--> NSCC            \nClearance Pro - IMPACT <--> CDS\nClearance Pro - IMPACT <--> GSCC\nClearance Pro - IMPACT <--> FedDirect\nLoanet(BC\LC) --> IMPACT,Establish MQ connectivity with third parties.,20,Yes,Once official start date of the project is agreed with new client we can start wirking on establishing external vendors connections.,"1. Obtain GSCC PROD File.\n2. GSCC gives us PROD/UAT server details both to setup MQ connectivity in the beginning itself whereas BONY does not give PROD server details to setup MQ initially.\n3. GSCC have a document which needs to be filled.\n4. Trade and settlement flow between BR and regulatories is via MQ.\n5. BR gets the files from BONY over NDM.\n6. From GSCC files come over MQ for all BR clients at once in a special process.\n7. We could clear clients trades without having connectivity with DTC,GSCC,Bloomberg but BONY connectivity is mandatory for all the clients.\n8. Remedy Ticket to L2 team and ITSM for MRE team for MQ and NDM setups.\nElis - L2 will fill out the template in couple of days and MRE will take 5 business days to complete the infrastructure. For DTCC & GSCC lead time would be more.\n9.connectivity establishment completely dependent on vendors availability(BONY and others)\n10. DTC it's for trade settlement and DTC ID is for trade acknowledged confirmation.\nDTC ID for the institutional clients opting for their confirmations or for OMGEO.\nClient need to be a participant of DTC to get DTC ID.","1. All external MQ connections with third parties are network and agreements and external system availability dependent.\n2. BBG connection is not network dependant it is solely dependant on third party agreements, reason being Broadridge already has shared infrastructure in place with Bloomberg.\nNote: BBG connection is not network dependant it is solely dependant on third party agreements, reason being Broadridge already has shared infrastructure in place with Bloomberg.\n\nForm to fill in docusign portal with channel details for GSCC.\nExcel spreadsheet fill for BONY.\nEmail communication to BBG & remedy ricket L2 & ITSM for MRE. ",IMPACT Conversions Team,"SPS FI Level II Test <SPSFILevelIITest@broadridge.com>\nGroup, MRE <Group_MRE@broadridge.com>",Remedy,RQST00005467652 - IMPACT to GSCC\nRQST00005471015 - IMPACT to GSCC\nRQST00005943462 - Clearance Pro   IMPACT <--> CDS \nREQ000001104361 - BBG to IMPACT\n\n,,\nhttps://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding%20Setup%20Assist/IMPACT?csf=1&web=1&e=3uXh4A
234,235,Fixed Income,IMPACT,Initial Static Build,Static Build,No,Start Initial Static Data Build(BR & Client),IMP28,FI-IMP-28,Start Initial Static Data Build(BR & Client),Start Initial Static Data Build(BR & Client),20,Yes,Once number of applications/products needed for the client are confirmed and web setup is completed we can start setting up initial static data build at both BR & client end.,"1. Securities, Depo, Trader, Customers, Sales people, Currency, Holiday Table, PMOD, SSI's(ABAE,DCE,DCBE), and TDPE(Trader,customer,security pointers/rules).\n2. All of the above static is always an initial subset to start testing.","1. Client to provide all N&A and Securities information.\n2. Full N&A & Security universe setup is always a long pole.\n3. Depos,Traders, Currency, Holiday Table, PMOD, SSI's and TDPE, Sales people are client specific.\n4. Initial build for all the above setups done by L2 as part of region build and all client specific enhancements are done by Conversion team working with Client.\n\nConversion team configure the static build(Id's under ICI group).",IMPACT Conversions Team,SPS FI Level II Test <SPSFILevelIITest@broadridge.com>,,,,
235,236,Fixed Income,IMPACT,GL Accounting Setup,Static Build,No,Initial GL Accounting Setup,IMP29,FI-IMP-29,Initial GL Accounting Setup,Initial GL Accounting Setup,30,Yes,Once client/vendor feeds to IMPACT are identified we can work on setting up initial GL Accounting.,1. Initial GL setup\n2. Define Open Items with the Client.,Conversion team configures (Id's under ICI group).,IMPACT Conversions Team,SPS FI Level II Test <SPSFILevelIITest@broadridge.com>,,,,
236,237,Fixed Income,IMPACT,Entitlements setup - UAT,User Access & Entitlements setup,No,User Access and Authority (Entitlements) Setup - UAT,IMP30,FI-IMP-30,User Access and Authority (Entitlements) Setup - UAT,User Access and Authority (Entitlements) Setup - UAT,10,No,Once AS400 green screen region is built we need to work on user access and authority entitlements setup.,"1. Initial client user setup and grant access to IMPACT Commands along with setting up the BR users(L2,Test Ops,Conversions).","1. Based on customer size,identify user groups and provide access.\n2. Initially we give ICI access and later client confirms on complete access.\n3. Not a critical task just need to be done before Go-Live.\n4. Depends on client signing off the groups and entitlements.\n\nConversion team configures(Supervisor ID) and it is client specific.",IMPACT Conversions Team,Client/Security AdminTeam IMPACT,,,,
237,238,Fixed Income,IMPACT,PROD Region build,IMPACT PROD region readiness,No,Build PROD region,IMP31,FI-IMP-31,Build PROD region,Build PROD region,10,No,Once connectivity with external parties completed we can work on building PROD region.,"1. Built PROD region web setup once UAT is built(Green and web both).\n2.PROD region setup for Go Live \n3. All External & Internal Connectivity (BONY, DTCC, MBSE,SFCM, etc)\n4.Setup MIMIX for production data to replicate on the DR(Disaster recovery) server\n5.production region setup validation-Test internal batches in production region before Go-live\n6.Send message /Ping Test with Clearing Banks/Houses","1. Restore Files,Libs, special saves Testops required. \n2. Involved many activities, takes 2-3 months minimum for normal client\nL2 team would move the connections to golden region then to PROD region.\nLead time 3 - 4 months ahead of Go-Live.\nWe need Client signoff post mocks for PROD BUild.\nRemedy ticket to L2.",IMPACT Conversions Team,"ICI Impact Test Ops (HYD) <ici-impact-test-ops-hyd@broadridge.com>\nICI Prod Ops (HYD) <ICI-Prod-Ops-HYD@broadridge.com>\nSPS FI Level II Test <SPSFILevelIITest@broadridge.com>\nGroup, MRE <Group_MRE@broadridge.com>",Remedy,RQST00005938793,,\n\nhttps://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding%20Setup%20Assist/IMPACT?csf=1&web=1&e=ZJEXod
238,239,Fixed Income,IMPACT,Entitlements setup - PROD,IMPACT PROD region readiness,No,User Access and Authority (Entitlements) Setup - PROD,IMP32,FI-IMP-32,User Access and Authority (Entitlements) Setup - PROD,User Access and Authority (Entitlements) Setup - PROD,5,No,Once PROD region built is completed we can work on user access and authority entitlements setup for PROD region.,"1. Initial client user setup and grant access to IMPACT Commands along with setting up the BR users(L2,Prod Ops,Conversions).\n2.Access to few groups are granted by using jobs","1. Based on customer size,identify user groups and provide access.\n2. Initially we give ICI access and later client confirms on complete access.\n3. Not a critical task just need to be done before Go-Live.\n4. Depends on client signing off the groups and entitlements.\n\nUAT Id's will be brought over automatically during PROD build.",IMPACT Conversions Team,Client/Security AdminTeam BR,,,,
239,240,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Admin,,BPS-BPSA-01,Review Contract,BPS Conversions team reviews the contract for instances and data categories.,1,N,Signed Contract,"Review the contract for how many instances are required. Most of the clients go for atleast one QA, PROD and DR instances. Also check if Real time and RT-XML Messaging need to be established. Check for exceptions in the contract on BPSA setup. Example, some clients dont require same set of categories for all the instances (QA, PROD and DR)",Model instance number is also mentioned in the contract/SOW if it's an existing production client. Check for other related VAPs like General Ledger interface or PINT/ADVENT Interface. PINT Interface would be an additional BPSA Instance Monthly Fee.,BPS Conversion,,,,,
240,241,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Admin,,BPS-BPSA-02,BPS/A kickoff meeting,Explain in greater detail on what BPS/A is and apprise them on the requirement for the client to host the servers,1,N,Review the contract for BPS/A application requirements,Discuss the user installation document from the doc site.,,BPS Conversion,,,,,
241,242,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Configuration Setup,,BPS-BPSA-03,Assess Hardware/Software Requirement,BPSA tech support team helps the client to understand the minimal system requirement for BPS/A application setup and to assess the hardware and software procurement for client.,2,N,BPS/A Kickoff meeting should be completed so the client is aware of their role and responsibilities and to also help them include any other team on their side if required.,"Client need to understand the hardware and the software requirements. compare the the new clients profile with an existing clients and work with the BPS/A development to come up with a sizing.\nFor existing client, check which server they will be reusing.",Usually there is always a delay on this task as client needs to check internally with several other teams to host the environment on their side.,"Group, BPS/A Technical Support",bps/a@broadridge.com,,,,
242,243,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Configuration Setup,,BPS-BPSA-04,Hardware / Software setup,"Client Team need to procure the hardware, softwares and their licenses and confirm to BPSA tech support",5-10,N,Assess Hardware and Software required by the client on the BPSA servers.,"In case of software, this is a two step process - obtaining the licenses and installing the actual production license keys. The production license keys are obtained once the procument deal/contract is signed. There is also a timeline associated with this process. Once the temporary license keys are obtained, installation is started by BPSA Tech Support team. Installation of permanent keys is upto the client.",,Client,,,,,
243,244,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Admin,,BPS-BPSA-05,Doc Site/BPSA Product Presentation to Client,Doc site is demonstrated for all categories and capabilities,1,N,Review the contract for BPS/A application requirements,"Data model, categories, batch cycles, releases, mappings etc are discussed on this presentation.",,BPS Conversion,,,,,
244,245,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-06,Confirm number and type of BPSA Instances,This data is required for CPQ form (Configurations Product/Price Quotations),2,N,BPS/A Kickoff meeting,"Gather the number of instances (QA, DR and PROD). In case of existing client, gather the model instance number",Please refer to SOW if the client has opted for a separate T stream client and if they need a T stream instance.,BPS Conversion,,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding%20Setup%20Assist/BPSA?csf=1&web=1&e=CE0sQx
245,246,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-07,Confirm BPS/A data categories,This data is required for CPQ form (Configurations Product/Price Quotations),2,N,BPS/A Kickoff meeting,"Categories are group of tables seggregated for a function.\nFor new clients, categories are mentioned in SOW/Contract. If its not mentioned in the contract, the client will have the base/shell/core categories.\nFor existing clients, identify the model client number and the model instance to get the list of categories from BPSA Tech Support. Also ensure to validate the categories for all the instance in contract while mirroring the categories from existing instance. Ideally, QA, DR and PROD instances should have same categories.\n\nInitially core categories are provided and then post mock 1 or conversion methodology review, the categories are revisited and client is made aware of this process.","There are core categories which most of the clients opt for \n# Category Code (Category Shadow)-BPSA Core Category Descriptions\n1 FBIB204 - B204 - Daily Transactions\n2 FBIBAL (FBIBASH2) - Account Balances\n3 FBINR - Name & Address (US or Canadian)\n4 FBIFTR - Firm Trading Positions\n5 FBIHIST (FBIHISH2) - Account History\n6 FBIHIST2 (FBIHIS2S) - History 2\n7 FBIHISTJ (FBIHISHJ) - History Joiner\n8 FBIHOLD (FBIHOSH2) - Account Positions (Holders)\n9 FBIHREQ - House Requirements Override\n10 FBIHSP - House Price\n11 FBIMSD - Master Security Description  (BPS/A MSD)\n12 FBIMSDB2 - MSD DB2 Bond Data\n13 FBIPAT - Owners Database\n14 FBIPPS - ACH, Periodic Payments\n15 FBIPRS - ACH, Payment Profiles and Receivables",BPS Conversion,,,,,
246,247,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Internal/External Connectivity,,BPS-BPSA-08,Collect Client Router level and Port info,This data is required for CPQ form (Configurations Product/Price Quotations),2,N,Assess Hardware/Software Requirement,Client can coordinate with BPSA Tech Support team for temporary VPN setups if necessary. Clients can go live on BPSA on VPN.,,BPS Conversion,,,,,
247,248,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Admin,,BPS-BPSA-09,CPQ Form,CPQ form (Configurations Product/Price Quotations) is created for every instance for both internal (Ascendis and other BR products) and external setup and contains all the information required to setup BPSA application,1,N,"Confirm BPS/A instances, categories and client router level and port info","CPQ Form consists of Instance information, Server information, Server IP information, Database information, MQ information and NDM related information. A model instance number can also be mentioned in the form,","CPQ Form consists of Instance name, Client number and client contact details along with BR point of contact. It also contains Server information like Server location, userid, password, hostname and if RT and XML is required. ","Group, BPS/A Technical Support & Client",advantageproduct@broadridge.com,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding%20Setup%20Assist/BPSA?csf=1&web=1&e=CE0sQx
248,249,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-10,Configuration Document,"Manually created from CPQ document once all the IP details are available. This document contains all the Network related information required for various teams in BR to define MQs, NDMs and Scheduler.",1,N,CPQ Form,BPSA Tech Support team execute an automation to auto create this document from CPQ Form.,,"Group, BPS/A Technical Support",advantageproduct@broadridge.com,,,,
